kode_kecamatan,kecamatan,adm4
district_code,district_name,11.01.01.1001
720318,Banawa Selatan,11.01.01.6134
720319,Tanantovea,11.01.01.6135
720321,Pinembani (Panembani),11.01.01.6136
720324,Sindue Tombusabora,11.01.01.6137
720325,Sindue Tobata,11.01.01.6138
720327,Banawa Tengah,11.01.01.6139
720330,Sojol Utara,11.01.01.6140
720331,Balaesang Tanjung,11.01.01.6141
720401,Dampal Selatan,11.01.01.6142
720402,Dampal Utara,11.01.01.6143
720403,Dondo,11.01.01.6144
720404,Basidondo,11.01.01.6145
720405,Ogodeide,11.01.01.6146
720406,Lampasio,11.01.01.6147
720407,Baolan,11.01.01.6148
720408,Galang,11.01.01.1396
720409,Toli-Toli Utara (Tolitoli Utara),11.01.01.6149
720410,Dako Pemean (Dako Pamean),11.01.01.6150
720501,Momunu,11.01.01.6151
720502,Lakea (Lipunoto),11.01.01.6152
720503,Bokat,11.01.01.6153
720504,Bunobogu,11.01.01.6154
720505,Paleleh,11.01.01.6155
720506,Biau,11.01.01.6156
720507,Tiloan,11.01.01.6157
720508,Bukal,11.01.01.6158
720509,Gadung,11.01.01.6159
720510,Karamat,11.01.01.6160
720511,Paleleh Barat,11.01.01.6161
720605,Bungku Tengah,11.01.01.6162
720606,Bungku Selatan,11.01.01.6163
720607,Menui Kepulauan,11.01.01.6164
720608,Bungku Barat,11.01.01.6165
720609,Bumi Raya,11.01.01.6166
720610,Bahodopi,11.01.01.6167
720612,Wita Ponda,11.01.01.6168
720615,Bungku Pesisir,11.01.01.6169
720618,Bungku Timur,11.01.01.6170
720703,Totikum (Totikung),11.01.01.6171
720704,Tinangkung,11.01.01.6172
720705,Liang,11.01.01.6173
720706,Bulagi,11.01.01.6174
720707,Buko,11.01.01.6175
720709,Bulagi Selatan,11.01.01.6176
720711,Tinangkung Selatan,11.01.01.6177
720715,Totikum Selatan,11.01.01.6178
720716,Peling Tengah,11.01.01.6179
720717,Bulagi Utara,11.01.01.6180
720718,Buko Selatan,11.01.01.6181
720719,Tinangkung Utara,11.01.01.6182
720801,Parigi,11.01.01.3453
720802,Ampibabo,11.01.01.6183
720803,Tinombo,11.01.01.6184
720804,Moutong,11.01.01.6185
720805,Tomini,11.01.01.6057
720806,Sausu,11.01.01.6186
720807,Bolano Lambunu,11.01.01.6187
720808,Kasimbar,11.01.01.6188
720809,Torue,11.01.01.6189
720810,Tinombo Selatan,11.01.01.6190
720811,Parigi Selatan,11.01.01.6191
720812,Mepanga,11.01.01.6192
720813,Toribulu,11.01.01.6193
720814,Taopa,11.01.01.6194
720815,Balinggi,11.01.01.6195
720816,Parigi Barat,11.01.01.6196
720817,Siniu,11.01.01.6197
720818,Palasa,11.01.01.6198
720819,Parigi Utara,11.01.01.6199
720820,Parigi Tengah,11.01.01.6200
720821,Bolano,11.01.01.6201
720822,Ongka Malino,11.01.01.6202
720823,Sidoan,11.01.01.6203
720901,Una Una,11.01.01.6204
720902,Togean,11.01.01.6205
720903,Walea Kepulauan,11.01.01.6206
720904,Ampana Tete,11.01.01.6207
720905,Ampana Kota,11.01.01.6208
720906,Ulubongka,11.01.01.6209
720907,Tojo Barat,11.01.01.6210
720908,Tojo,11.01.01.6211
720909,Walea Besar,11.01.01.6212
720910,Ratolindo,11.01.01.6213
720911,Batudaka,11.01.01.6214
720912,Talatako,11.01.01.6215
721001,Sigi Biromaru,11.01.01.6216
721002,Palolo,11.01.01.6217
721003,Nokilalaki,11.01.01.6218
721004,Lindu,11.01.01.6219
721005,Kulawi,11.01.01.6220
721006,Kulawi Selatan,11.01.01.6221
721007,Pipikoro,11.01.01.6222
721008,Gumbasa,11.01.01.6223
721009,Dolo Selatan,11.01.01.6224
721010,Tanambulava,11.01.01.6225
721011,Dolo Barat,11.01.01.6226
721012,Dolo,11.01.01.6227
721013,Kinovaro,11.01.01.6228
721014,Marawola,11.01.01.6229
721015,Marawola Barat,11.01.01.6230
721101,Banggai,11.01.01.6231
721102,Banggai Utara,11.01.01.6232
721103,Bokan Kepulauan,11.01.01.6233
721104,Bangkurung,11.01.01.6234
721105,Labobo,11.01.01.6235
721106,Banggai Selatan,11.01.01.6236
721107,Banggai Tengah,11.01.01.6237
721201,Petasia,11.01.01.6238
721202,Petasia Timur,11.01.01.6239
721203,Lembo Raya,11.01.01.6240
721204,Lembo,11.01.01.6241
721205,Mori Atas,11.01.01.6242
721206,Mori Utara,11.01.01.6243
721207,Soyo Jaya,11.01.01.6244
721208,Bungku Utara,11.01.01.6245
721209,Mamosalato,11.01.01.6246
721210,Petasia Barat,11.01.01.6247
727101,Palu Timur,11.01.01.6248
727102,Palu Barat,11.01.01.6249
727103,Palu Selatan,11.01.01.6250
727104,Palu Utara,11.01.01.6251
727105,Ulujadi,11.01.01.6252
727106,Tatanga,11.01.01.6253
727107,Tawaeli,11.01.01.6254
727108,Mantikulore,11.01.01.6255
730101,Benteng,11.01.01.6256
730102,Bontoharu,11.01.01.6257
730103,Bontomatene,11.01.01.6258
730104,Bontomanai,11.01.01.6259
730105,Bontosikuyu,11.01.01.6260
730106,Pasimasunggu (Pasimassunggu),11.01.01.6261
730107,Pasimarannu,11.01.01.6262
730108,Taka Bonerate (Takabonerate),11.01.01.6263
730109,Pasilambena,11.01.01.6264
730110,Pasimasunggu Timur,11.01.01.6265
730111,Buki,11.01.01.6266
730201,"""Gantarang (Gantorang",11.01.01.6267
730202,Ujung Bulu,11.01.01.6268
730203,Bonto Bahari,11.01.01.6269
730204,Bonto Tiro (Bontotiro),11.01.01.6270
730205,Herlang (Hero Lange Lange),11.01.01.6271
730206,Kajang,11.01.01.6272
730207,Bulukumpa (Bulukumba),11.01.01.6273
730208,Kindang,11.01.01.6274
730209,Ujungloe (Ujung Loe),11.01.01.6275
730210,Rilauale (Rilau Ale),11.01.01.6276
730301,Bissappu,11.01.01.6277
730302,Bantaeng,11.01.01.6278
730303,Eremerasa,11.01.01.6279
730304,Tompo Bulu (Tompobulu),11.01.01.6280
730305,Pajukukang,11.01.01.6281
730306,Uluere,11.01.01.6282
730307,Gantarang Keke (Gantareng Keke),11.01.01.6283
730308,Sinoa,11.01.01.6284
730401,Bangkala,11.01.01.6285
730402,Tamalatea,11.01.01.6286
730403,Binamu,11.01.01.6287
730404,Batang,11.01.01.3971
730405,Kelara,11.01.01.6288
730406,Bangkala Barat,11.01.01.6289
730407,Bontoramba,11.01.01.6290
730408,Turatea,11.01.01.6291
730409,Arungkeke,11.01.01.6292
730410,Rumbia,11.01.01.2609
730411,Tarowang,11.01.01.6293
730501,Mappakasunggu,11.01.01.6294
730502,Mangarabombang (Mangara Bombang),11.01.01.6295
730503,Polongbangkeng Selatan (Polombangkeng),11.01.01.6296
730504,Polongbangkeng Utara (Polombangkeng),11.01.01.6297
730505,Galesong Selatan,11.01.01.6298
730506,Galesong Utara,11.01.01.6299
730507,Pattallassang (Patallassang),11.01.01.6300
730508,Sanrobone,11.01.01.6301
730509,Galesong,11.01.01.6302
730510,Kepulauan Tanakeke,11.01.01.6303
730511,Polongbangkeng Timur,11.01.01.6304
730512,Laikang,11.01.01.6305
730601,Bontonompo,11.01.01.6306
730602,Bajeng,11.01.01.6307
730603,Tompobullu (Tompobulu),11.01.01.6308
730604,Tinggimoncong,11.01.01.6309
730605,Parangloe,11.01.01.6310
730606,Bontomarannu,11.01.01.6311
730607,Palangga (Pallangga),11.01.01.6312
730608,Somba Opu (Upu),11.01.01.6313
730609,Bungaya,11.01.01.6314
730610,Tombolopao (Tombolo Pao),11.01.01.6315
730611,Biringbulu,11.01.01.6316
730612,Barombong,11.01.01.6317
730613,Pattalasang (Pattallassang),11.01.01.6318
730614,Manuju,11.01.01.6319
730615,Bontolempangang,11.01.01.6320
730616,Bontonompo Selatan,11.01.01.6321
730617,Parigi,11.01.01.3453
730618,Bajeng Barat,11.01.01.6322
730701,Sinjai Barat,11.01.01.6323
730702,Sinjai Selatan,11.01.01.6324
730703,Sinjai Timur,11.01.01.6325
730704,Sinjai Tengah,11.01.01.6326
730705,Sinjai Utara,11.01.01.6327
730706,Bulupoddo,11.01.01.6328
730707,Sinjai Borong,11.01.01.6329
730708,Tellu Limpoe,11.01.01.6330
730709,Pulau Sembilan,11.01.01.6331
730801,Bontocani,11.01.01.6332
730802,Kahu,11.01.01.6333
730803,Kajuara,11.01.01.6334
730804,Salomekko,11.01.01.6335
730805,Tonra,11.01.01.6336
730806,Libureng,11.01.01.6337
730807,Mare,11.01.01.6338
730808,Sibulue,11.01.01.6339
730809,Barebbo,11.01.01.6340
730810,Cina,11.01.01.6341
730811,Ponre,11.01.01.6342
730812,Lappariaja,11.01.01.6343
730813,Lamuru,11.01.01.6344
730814,Ulaweng,11.01.01.6345
730815,Palakka,11.01.01.6346
730816,Awangpone,11.01.01.6347
730817,Tellu Siattinge,11.01.01.6348
730818,Ajangale,11.01.01.6349
730819,Dua Boccoe,11.01.01.6350
730820,Cenrana,11.01.01.6351
730821,Tanete Riattang,11.01.01.6352
730822,Tanete Riattang Barat,11.01.01.6353
730823,Tanete Riattang Timur,11.01.01.6354
730824,Amali,11.01.01.6355
730825,Tellulimpoe (Tellu Limpoe),11.01.01.6356
730826,Bengo,11.01.01.6357
730827,Patimpeng,11.01.01.6358
730901,Mandai,11.01.01.6359
730902,Camba,11.01.01.6360
730903,Bantimurung,11.01.01.6361
730904,Maros Baru,11.01.01.6362
730905,Bontoa (Maros Utara),11.01.01.6363
730906,Malllawa (Mallawa),11.01.01.6364
730907,Tanralili,11.01.01.6365
730908,Marusu,11.01.01.6366
730909,Simbang,11.01.01.6367
730910,Cenrana,11.01.01.6351
730911,Tompobulu (Tompu Bulu),11.01.01.6368
730912,Lau,11.01.01.6369
730913,Moncongloe (Moncong Loe),11.01.01.6370
730914,Turikale,11.01.01.6371
731001,Liukang Tangaya,11.01.01.6372
731002,Liukang Kalmas (Kalukuang Masalima),11.01.01.6373
731003,Liukang Tupabbiring,11.01.01.6374
731004,Pangkajene,11.01.01.6375
731005,Balocci,11.01.01.6376
731006,Bungoro,11.01.01.6377
731007,Labakkang,11.01.01.6378
731008,Marang (Ma Rang),11.01.01.6379
731009,Segeri,11.01.01.6380
731010,Minasa Tene,11.01.01.6381
731011,Mandalle,11.01.01.6382
731012,Tondong Tallasa,11.01.01.6383
731013,Liukang Tupabbiring Utara,11.01.01.6384
731101,Tanete Riaja,11.01.01.6385
731102,Tanete Rilau,11.01.01.6386
731103,Barru,11.01.01.6387
731104,Soppeng Riaja,11.01.01.6388
731105,Mallusetasi,11.01.01.6389
731106,Pujananting,11.01.01.6390
731107,Balusu,11.01.01.6391
731201,Marioriwawo (Mario Riwawo),11.01.01.6392
731202,Liliraja (Lili Riaja),11.01.01.6393
731203,Lilirilau (Lili Rilau),11.01.01.6394
731204,Lalabata,11.01.01.6395
731205,Marioriawa (Mario Riawa),11.01.01.6396
731206,Donri Donri,11.01.01.6397
731207,Ganra,11.01.01.6398
731208,Citta,11.01.01.6399
731301,Sabangparu,11.01.01.6400
731302,Pammana,11.01.01.6401
731303,Takkalalla,11.01.01.6402
731304,Sajoanging,11.01.01.6403
731305,Majauleng,11.01.01.6404
731306,Tempe,11.01.01.6405
731307,Belawa,11.01.01.6406
731308,Tanasitolo,11.01.01.6407
731309,Maniangpajo,11.01.01.6408
731310,Pitumpanua,11.01.01.6409
731311,Bola,11.01.01.5150
731312,Penrang,11.01.01.6410
731313,Gilireng,11.01.01.6411
731314,Keera,11.01.01.6412
731401,Panca Lautang,11.01.01.6413
731402,Tellu Limpoe,11.01.01.6330
731403,Watang Pulu,11.01.01.6414
731404,Baranti,11.01.01.6415
731405,Panca Rijang,11.01.01.6416
731406,Kulo,11.01.01.6417
731407,Maritengngae,11.01.01.6418
731408,Watang Sidenreng (Wattang Sidenreng),11.01.01.6419
731409,Dua Pitue,11.01.01.6420
731410,Pitu Riawa,11.01.01.6421
731411,Pitu Riase,11.01.01.6422
731501,Mattiro Sompe (Matirro Sompe),11.01.01.6423
731502,Suppa,11.01.01.6424
731503,Mattiro Bulu,11.01.01.6425
731504,Watang Sawitto (Watang Sawito),11.01.01.6426
731505,Patampanua,11.01.01.6427
731506,Duampanua,11.01.01.6428
731507,Lembang,11.01.01.3439
731508,Cempa,11.01.01.6429
731509,Tiroang,11.01.01.6430
731510,Lansirang (Lanrisang),11.01.01.6431
731511,Paleteang,11.01.01.6432
731512,Batulappa (Batu Lappa),11.01.01.6433
731601,Maiwa,11.01.01.6434
731602,Enrekang,11.01.01.6435
731603,Baraka,11.01.01.6436
731604,Anggeraja,11.01.01.6437
731605,Alla,11.01.01.6438
731606,Bungin,11.01.01.6439
731607,Cendana,11.01.01.6440
731608,Curio,11.01.01.6441
731609,Malua,11.01.01.6442
731610,Buntu Batu,11.01.01.6443
731611,Masalle,11.01.01.6444
731612,Baroko,11.01.01.6445
731701,Basse Sangtempe (Bassesang Tempe / Bastem),11.01.01.6446
731702,Larompong,11.01.01.6447
731703,Suli,11.01.01.6448
731704,Bajo,11.01.01.6449
731705,Bua Ponrang (Bupon),11.01.01.6450
731706,Walenrang,11.01.01.6451
731707,Belopa,11.01.01.6452
731708,Bua,11.01.01.6453
731709,Lamasi,11.01.01.6454
731710,Larompong Selatan,11.01.01.6455
731711,Ponrang,11.01.01.6456
731712,Latimojong,11.01.01.6457
731713,Kamanre,11.01.01.6458
731714,Belopa Utara,11.01.01.6459
731715,Walenrang Barat,11.01.01.6460
731716,Walenrang Utara,11.01.01.6461
731717,Walenrang Timur,11.01.01.6462
731718,Lamasi Timur,11.01.01.6463
731719,Suli Barat,11.01.01.6464
731720,Bajo Barat,11.01.01.6465
731721,Ponrang Selatan,11.01.01.6466
731722,Basse Sangtempe Utara,11.01.01.6467
731801,Saluputi (Saluputti),11.01.01.6468
731802,Bittuang,11.01.01.6469
731803,Bonggakaradeng,11.01.01.6470
731805,Makale,11.01.01.6471
731809,Simbuang,11.01.01.6472
731811,Rantetayo,11.01.01.6473
731812,Mengkendek,11.01.01.6474
731813,Sangalla (Sanggala),11.01.01.6475
731819,Gandangbatu Sillanan (Gandang Batu Sillanan),11.01.01.6476
731820,Rembon,11.01.01.6477
731827,Makale Utara,11.01.01.6478
731828,Mappak,11.01.01.6479
731829,Makale Selatan,11.01.01.6480
731831,Masanda,11.01.01.6481
731833,Sangalla Selatan,11.01.01.6482
731834,Sangalla Utara,11.01.01.6483
731835,Malimbong Balepe,11.01.01.6484
731837,Rano,11.01.01.6485
731838,Kurra,11.01.01.6486
732201,Malangke,11.01.01.6487
732202,Bone Bone,11.01.01.6488
732203,Masamba,11.01.01.6489
732204,Sabbang,11.01.01.6490
732205,Rongkong (Limbong),11.01.01.6491
732206,Sukamaju,11.01.01.6492
732207,Seko,11.01.01.6493
732208,Malangke Barat,11.01.01.6494
732209,Rampi,11.01.01.6495
732210,Mappedeceng,11.01.01.6496
732211,Baebunta,11.01.01.6497
732212,Tana Lili,11.01.01.6498
732213,Sukamaju Selatan,11.01.01.6499
732214,Baebunta Selatan,11.01.01.6500
732215,Sabbang Selatan,11.01.01.6501
732401,Mangkutana,11.01.01.6502
732402,Nuha,11.01.01.6503
732403,Towuti,11.01.01.6504
732404,Malili,11.01.01.6505
732405,Angkona,11.01.01.6506
732406,Wotu,11.01.01.6507
732407,Burau,11.01.01.6508
732408,Tomoni,11.01.01.6509
732409,Tomoni Timur,11.01.01.6510
732410,Kalaena,11.01.01.6511
732411,Wasuponda,11.01.01.6512
732601,Rantepao,11.01.01.6513
732602,Sesean,11.01.01.6514
732603,Nanggala,11.01.01.6515
732604,Rindingallo,11.01.01.6516
732605,Buntao,11.01.01.6517
732606,Sa'dan,11.01.01.6518
732607,Sanggalangi,11.01.01.6519
732608,Sopai,11.01.01.6520
732609,Tikala,11.01.01.6061
732610,Balusu,11.01.01.6391
732611,Tallunglipu,11.01.01.6521
732612,Dende' Piongan Napo,11.01.01.6522
732613,Buntu Pepasan,11.01.01.6523
732614,Baruppu,11.01.01.6524
732615,Kesu,11.01.01.6525
732616,Tondon,11.01.01.6526
732617,Bangkelekila,11.01.01.6527
732618,Rantebua,11.01.01.6528
732619,Sesean Suloara,11.01.01.6529
732620,Kapala Pitu (Kapalla Pitu),11.01.01.6530
732621,Awan Rante Karua,11.01.01.6531
737101,Mariso,11.01.01.6532
737102,Mamajang,11.01.01.6533
737103,Makassar,11.01.01.6534
737104,Ujung Pandang,11.01.01.6535
737105,Wajo,11.01.01.6536
737106,Bontoala,11.01.01.6537
737107,Tallo,11.01.01.6538
737108,Ujung Tanah,11.01.01.6539
737109,Panakkukang,11.01.01.6540
737110,Tamalate,11.01.01.6541
737111,Biringkanaya (Biring Kanaya),11.01.01.6542
737112,Manggala,11.01.01.6543
737113,Rappocini,11.01.01.6544
737114,Tamalanrea,11.01.01.6545
737115,Kepulauan Sangkarrang,11.01.01.6546
737201,Bacukiki,11.01.01.6547
737202,Ujung,11.01.01.6548
737203,Soreang,11.01.01.3106
737204,Bacukiki Barat,11.01.01.6549
737301,Wara,11.01.01.6550
737302,Wara Utara,11.01.01.6551
737303,Wara Selatan,11.01.01.6552
737304,Telluwanua,11.01.01.6553
737305,Wara Timur,11.01.01.6554
737306,Wara Barat,11.01.01.6555
737307,Sendana,11.01.01.6556
737308,Mungkajang,11.01.01.6557
737309,Bara,11.01.01.6558
740101,Wundulako,11.01.01.6559
740104,Kolaka,11.01.01.6560
740107,Pomalaa,11.01.01.6561
740108,Watubangga,11.01.01.6562
740110,Wolo,11.01.01.6563
740112,Baula,11.01.01.6564
740114,Latambaga,11.01.01.6565
740118,Tanggetada,11.01.01.6566
740120,Samaturu,11.01.01.6567
740124,Toari,11.01.01.6568
740125,Polinggona,11.01.01.6569
740127,Iwoimendaa,11.01.01.6570
740201,Lambuya,11.01.01.6571
740202,Unaaha,11.01.01.6572
740203,Wawotobi,11.01.01.6573
740204,Pondidaha,11.01.01.6574
740205,Sampara,11.01.01.6575
740210,Abuki,11.01.01.6576
740211,Soropia,11.01.01.6577
740215,Tongauna,11.01.01.6578
740216,Latoma,11.01.01.6579
740217,Puriala,11.01.01.6580
740218,Uepai,11.01.01.6581
740219,Wonggeduku,11.01.01.6582
740220,Besulutu,11.01.01.6583
740221,Bondoala,11.01.01.6584
740223,Routa,11.01.01.6585
740224,Anggaberi,11.01.01.6586
740225,Meluhu,11.01.01.6587
740228,Amonggedo,11.01.01.6588
740231,Asinua,11.01.01.6589
740232,Konawe,11.01.01.6590
740233,Kapoiala,11.01.01.6591
740236,Lalonggasumeeto,11.01.01.6592
740237,Onembute,11.01.01.6593
740238,Padangguni,11.01.01.6594
740239,Morosi,11.01.01.6595
740240,Anggalomoare,11.01.01.6596
740241,Wonggeduku Barat,11.01.01.6597
740242,Tongauna Utara,11.01.01.6598
740306,Napabalano,11.01.01.6599
740307,Maligano,11.01.01.6600
740313,Wakorumba Selatan,11.01.01.6601
740314,Lasalepa,11.01.01.6602
740315,Batalaiworu (Batalaiwaru),11.01.01.6603
740316,Katobu,11.01.01.6604
740317,Duruka,11.01.01.6605
740318,Lohia,11.01.01.6606
740319,Watopute,11.01.01.6607
740320,Kontunaga,11.01.01.6608
740323,Kabangka,11.01.01.6609
740324,Kabawo,11.01.01.6610
740325,Parigi,11.01.01.3453
740326,Bone (Bone Tondo),11.01.01.6611
740327,Tongkuno,11.01.01.6612
740328,Pasir Putih,11.01.01.6613
740330,Kontu Kowuna,11.01.01.6614
740331,Marobo,11.01.01.6615
740332,Tongkuno Selatan,11.01.01.6616
740333,Pasi Kolaga,11.01.01.6617
740334,Batukara,11.01.01.6618
740337,Towea,11.01.01.6619
740411,Pasarwajo (Pasar Wajo),11.01.01.6620
740422,Kapontori,11.01.01.6621
740423,Lasalimu,11.01.01.6622
740424,Lasalimu Selatan,11.01.01.6623
740427,Siotapina (Siontapia / Siontapina),11.01.01.6624
740428,Wolowa,11.01.01.6625
740429,Wabula,11.01.01.6626
740501,Tinanggea,11.01.01.6627
740502,Angata,11.01.01.6628
740503,Andoolo,11.01.01.6629
740504,Palangga,11.01.01.6630
740505,Landono,11.01.01.6631
740506,Lainea,11.01.01.6632
740507,Konda,11.01.01.6633
740508,Ranomeeto,11.01.01.6634
740509,Kolono,11.01.01.6635
740510,Moramo,11.01.01.6636
740511,Laonti,11.01.01.6637
740512,Lalembuu,11.01.01.6638
740513,Benua,11.01.01.6639
740514,Palangga Selatan,11.01.01.6640
740515,Mowila,11.01.01.6641
740516,Moramo Utara,11.01.01.6642
740517,Buke,11.01.01.6643
740518,Wolasi,11.01.01.6644
740519,Laeya,11.01.01.6645
740520,Baito,11.01.01.6646
740521,Basala,11.01.01.6647
740522,Ranomeeto Barat,11.01.01.6648
740523,Kolono Timur,11.01.01.6649
740524,Sabulakoa,11.01.01.6650
740525,Andoolo Barat,11.01.01.6651
740601,Poleang,11.01.01.6652
740602,Poleang Timur,11.01.01.6653
740603,Rarowatu,11.01.01.6654
740604,Rumbia,11.01.01.2609
740605,Kabaena,11.01.01.6655
740606,Kabaena Timur,11.01.01.6656
740607,Poleang Barat,11.01.01.6657
740608,Mata Oleo,11.01.01.6658
740609,Rarowatu Utara,11.01.01.6659
740610,Poleang Utara,11.01.01.6660
740611,Poleang Selatan,11.01.01.6661
740612,Poleang Tenggara,11.01.01.6662
740613,Kabaena Selatan,11.01.01.6663
740614,Kabaena Barat,11.01.01.6664
740615,Kabaena Utara,11.01.01.6665
740616,Kabaena Tengah,11.01.01.6666
740617,Kepulauan Masaloka Raya,11.01.01.6667
740618,Rumbia Tengah,11.01.01.6668
740619,Poleang Tengah,11.01.01.6669
740620,Tontonunu,11.01.01.6670
740621,Lantari Jaya,11.01.01.6671
740622,Mata Usu,11.01.01.6672
740701,Wangi Wangi,11.01.01.6673
740702,Kaledupa,11.01.01.6674
740703,Tomia,11.01.01.6675
740704,Binongko,11.01.01.6676
740705,Wangi Wangi Selatan,11.01.01.6677
740706,Kaledupa Selatan,11.01.01.6678
740707,Tomia Timur,11.01.01.6679
740708,Togo Binongko,11.01.01.6680
740801,Lasusua,11.01.01.6681
740802,Pakue,11.01.01.6682
740803,Batu Putih,11.01.01.2768
740804,Rante Angin,11.01.01.6683
740805,Kodeoha,11.01.01.6684
740806,Ngapa,11.01.01.6685
740807,Wawo,11.01.01.4977
740808,Lambai,11.01.01.6686
740809,Watunohu,11.01.01.6687
740810,Pakue Tengah,11.01.01.6688
740811,Pakue Utara,11.01.01.6689
740812,Porehu,11.01.01.6690
740813,Katoi,11.01.01.6691
740814,Tiwu,11.01.01.6692
740815,Tolala,11.01.01.6693
740901,Asera,11.01.01.6694
740902,Wiwirano,11.01.01.6695
740903,Langgikima,11.01.01.6696
740904,Molawe,11.01.01.6697
740905,Lasolo,11.01.01.6698
740906,Lembo,11.01.01.6241
740907,Sawa,11.01.01.6699
740908,Oheo,11.01.01.6700
740909,Andowia,11.01.01.6701
740910,Motui,11.01.01.6702
740911,Wawolesea,11.01.01.6703
740912,Lasolo Kepulauan,11.01.01.6704
740913,Landawe,11.01.01.6705
741001,Kulisusu (Kalingsusu/Kalisusu),11.01.01.6706
741002,Kambowa,11.01.01.6707
741003,Bonegunu,11.01.01.6708
741004,Kulisusu Barat,11.01.01.6709
741005,Kulisusu Utara,11.01.01.6710
741006,Wakorumba Utara,11.01.01.6711
741101,Tirawuta,11.01.01.6712
741102,Loea,11.01.01.6713
741103,Ladongi,11.01.01.6714
741104,Poli Polia,11.01.01.6715
741105,Lambandia,11.01.01.6716
741106,Lalolae,11.01.01.6717
741107,Mowewe,11.01.01.6718
741108,Uluiwoi,11.01.01.6719
741109,Tinondo,11.01.01.6720
741110,Aere,11.01.01.6721
741111,Ueesi,11.01.01.6722
741112,Dangia,11.01.01.6723
741201,Wawonii Barat,11.01.01.6724
741202,Wawonii Utara,11.01.01.6725
741203,Wawonii Timur Laut,11.01.01.6726
741204,Wawonii Timur,11.01.01.6727
741205,Wawonii Tenggara,11.01.01.6728
741206,Wawonii Selatan,11.01.01.6729
741207,Wawonii Tengah,11.01.01.6730
741301,Sawerigadi,11.01.01.6731
741302,Barangka,11.01.01.6732
741303,Lawa,11.01.01.6733
741304,Wadaga,11.01.01.6734
741305,Tiworo Selatan,11.01.01.6735
741306,Maginti,11.01.01.6736
741307,Tiworo Tengah,11.01.01.6737
741308,Tiworo Utara,11.01.01.6738
741309,Tiworo Kepulauan,11.01.01.6739
741310,Kusambi,11.01.01.6740
741311,Napano Kusambi,11.01.01.6741
741401,Lakudo,11.01.01.6742
741402,Mawasangka Timur,11.01.01.6743
741403,Mawasangka Tengah,11.01.01.6744
741404,Mawasangka,11.01.01.6745
741405,Talaga Raya,11.01.01.6746
741406,Gu,11.01.01.6747
741407,Sangia Wambulu,11.01.01.6748
741501,Batauga,11.01.01.6749
741502,Sampolawa,11.01.01.6750
741503,Lapandewa,11.01.01.6751
741504,Batu Atas,11.01.01.6752
741505,Siompu Barat,11.01.01.6753
741506,Siompu,11.01.01.6754
741507,Kadatua,11.01.01.6755
747101,Mandonga,11.01.01.6756
747102,Kendari,11.01.01.6757
747103,Baruga,11.01.01.6758
747104,Poasia,11.01.01.6759
747105,Kendari Barat,11.01.01.6760
747106,Abeli,11.01.01.6761
747107,Wua-Wua,11.01.01.6762
747108,Kadia,11.01.01.6763
747109,Puuwatu,11.01.01.6764
747110,Kambu,11.01.01.6765
747111,Nambo,11.01.01.6107
747201,Betoambari,11.01.01.6766
747202,Wolio,11.01.01.6767
747203,Sorawolio (Sora Walio / Sorowalio),11.01.01.6768
747204,Bungi,11.01.01.6769
747205,Kokalukuna,11.01.01.6770
747206,Murhum,11.01.01.6771
747207,Lea-Lea,11.01.01.6772
747208,Batupoaro,11.01.01.6773
750101,Limboto,11.01.01.6774
750102,Telaga,11.01.01.6775
750103,Batudaa,11.01.01.6776
750104,Tibawa,11.01.01.6777
750105,Batudaa Pantai,11.01.01.6778
750109,Boliyohuto (Boliohuto),11.01.01.6779
750110,Telaga Biru,11.01.01.6780
750111,Bongomeme,11.01.01.6781
750113,Tolangohula,11.01.01.6782
750114,Mootilango,11.01.01.6783
750116,Pulubala,11.01.01.6784
750117,Limboto Barat,11.01.01.6785
750118,Tilango,11.01.01.6786
750119,Tabongo,11.01.01.6787
750120,Biluhu,11.01.01.6788
750121,Asparaga,11.01.01.6789
750122,Talaga Jaya (Telaga Jaya),11.01.01.6790
750123,Bilato,11.01.01.6791
750124,Dungaliyo,11.01.01.6792
750201,Paguyaman,11.01.01.6793
750202,Wonosari,11.01.01.3729
750203,Dulupi,11.01.01.6794
750204,Tilamuta,11.01.01.6795
750205,Mananggu,11.01.01.6796
750206,Botumoito (Botumoita),11.01.01.6797
750207,Paguyaman Pantai,11.01.01.6798
750301,Tapa,11.01.01.6799
750302,Kabila,11.01.01.6800
750303,Suwawa,11.01.01.6801
750304,Bonepantai,11.01.01.6802
750305,Bulango Utara,11.01.01.6803
750306,Tilongkabila,11.01.01.6804
750307,Botupingge (Botu Pingge),11.01.01.6805
750308,Kabila Bone,11.01.01.6806
750309,Bone,11.01.01.6807
750310,Bone Raya,11.01.01.6808
750311,Suwawa Timur,11.01.01.6809
750312,Suwawa Selatan,11.01.01.6810
750313,Suwawa Tengah,11.01.01.6811
750314,Bulango Ulu,11.01.01.6812
750315,Bulango Selatan,11.01.01.6813
750316,Bulango Timur,11.01.01.6814
750317,Bulawa,11.01.01.6815
750318,Pinogu,11.01.01.6816
750401,Popayato,11.01.01.6817
750402,Lemito,11.01.01.6818
750403,Randangan,11.01.01.6819
750404,Marisa,11.01.01.6820
750405,Paguat,11.01.01.6821
750406,Patilanggio,11.01.01.6822
750407,Taluditi (Taluduti),11.01.01.6823
750408,Dengilo,11.01.01.6824
750409,Buntulia,11.01.01.6825
